id;Pred
1307;19
1308;26
1309;10
1310;29
1311;28
1312;26
1313;2
1314;26
1315;23
1316;10
1317;2
1318;17
1319;19
1320;10
1321;26
1322;25
1323;1
1324;22
1325;1
1326;19
1327;15
1328;1
1329;23
1330;25
1331;10
1332;28
1333;29
1334;23
1335;10
1336;24
1337;29
1338;28
1339;10
1340;26
1341;2
1342;15
1343;22
1344;1
1345;10
1346;24
1347;26
1348;10
1349;28
1350;17
1351;28
1352;15
1353;1
1354;23
1355;17
1356;26
1357;15
1358;1
1359;17
1360;28
1361;23
1362;2
1363;19
1364;19
1365;17
1366;1
1367;24
1368;10
1369;10
1370;10
1371;24
1372;10
1373;2
1374;10
1375;22
1376;19
1377;19
1378;17
1379;2
1380;1
1381;17
1382;23
1383;19
1384;24
1385;10
1386;2
1387;24
1388;1
1389;17
1390;20
1391;1
1392;10
1393;10
1394;23
1395;19
1396;26
1397;26
1398;29
1399;28
1400;20
1401;25
1402;22
1403;23
1404;19
1405;26
1406;10
1407;1
1408;15
1409;28
1410;23
1411;25
1412;23
1413;2
1414;10
1415;20
1416;1
1417;25
1418;23
1419;17
1420;15
1421;15
1422;10
1423;24
1424;19
1425;25
1426;25
1427;25
1428;23
1429;20
1430;28
1431;26
1432;26
1433;10
1434;1
1435;25
1436;2
1437;24
1438;15
1439;24
1440;19
1441;10
1442;19
1443;25
1444;10
1445;24
1446;25
1447;10
1448;10
1449;23
1450;1
1451;17
1452;29
1453;26
1454;10
1455;20
1456;22
1457;29
1458;25
1459;26
1460;23
1461;29
1462;15
1463;19
1464;29
1465;2
1466;27
1467;15
1468;19
1469;29
1470;10
1471;23
1472;22
1473;25
1474;23
1475;24
1476;24
1477;10
1478;23
1479;2
1480;2
1481;2
1482;22
1483;24
1484;29
1485;20
1486;22
1487;20
1488;25
1489;10
1490;19
1491;19
1492;2
1493;28
1494;23
1495;19
1496;23
1497;1
1498;10
1499;1
1500;15
1501;15
1502;17
1503;2
1504;1
1505;1
1506;22
1507;23
1508;10
1509;26
1510;29
1511;20
1512;2
1513;20
1514;26
1515;25
1516;23
1517;20
1518;10
1519;25
1520;28
1521;26
1522;1
1523;15
1524;10
1525;20
1526;15
1527;28
1528;26
1529;25
1530;28
1531;10
1532;19
1533;22
1534;1
1535;1
1536;10
1537;15
1538;23
1539;29
1540;17
1541;10
1542;2
1543;2
1544;26
1545;26
1546;26
1547;20
1548;2
1549;19
1550;23
1551;25
1552;10
1553;29
1554;10
1555;29
1556;19
1557;27
1558;26
1559;15
1560;19
1561;22
1562;10
1563;26
1564;22
1565;26
1566;15
1567;1
1568;26
1569;20
1570;29
1571;20
1572;26
1573;25
1574;15
1575;25
1576;10
1577;10
1578;23
1579;27
1580;25
1581;24
1582;23
1583;29
1584;24
1585;25
1586;2
1587;2
1588;24
1589;26
1590;26
1591;28
1592;1
1593;15
1594;24
1595;24
1596;26
1597;19
1598;15
1599;20
1600;19
1601;25
1602;23
1603;2
1604;15
1605;24
1606;25
1607;17
1608;10
1609;27
1610;29
1611;25
1612;25
1613;19
1614;28
1615;24
1616;27
1617;22
1618;15
1619;23
1620;25
1621;25
1622;17
1623;25
1624;19
1625;25
1626;10
1627;27
1628;25
1629;25
1630;2
1631;23
1632;10
1633;19
1634;25
1635;24
1636;29
1637;10
1638;20
1639;28
1640;24
1641;10
1642;22
1643;10
1644;23
1645;10
1646;28
1647;20
1648;26
1649;1
1650;10
1651;15
1652;19
1653;15
1654;26
1655;26
1656;27
1657;1
1658;28
1659;25
1660;2
1661;10
1662;29
1663;28
1664;2
1665;20
1666;1
1667;23
1668;15
1669;17
1670;10
1671;27
1672;2
1673;23
1674;10
1675;10
1676;10
1677;29
1678;27
1679;23
1680;24
1681;24
1682;19
1683;15
1684;15
1685;20
1686;19
1687;24
1688;1
1689;10
1690;24
1691;2
1692;28
1693;24
1694;19
1695;17
1696;27
1697;23
1698;15
1699;15
1700;15
1701;25
1702;25
1703;20
1704;10
1705;1
1706;23
1707;19
1708;23
1709;23
1710;26
1711;25
1712;27
1713;1
1714;17
1715;2
1716;24
1717;2
1718;2
1719;19
1720;28
1721;25
1722;23
1723;28
1724;22
1725;19
1726;20
1727;26
1728;15
1729;15
1730;24
1731;20
1732;25
1733;23
1734;15
1735;10
1736;17
1737;1
1738;25
1739;25
1740;23
1741;28
1742;26
1743;22
1744;20
1745;22
1746;2
1747;25
1748;29
1749;17
1750;20
1751;25
1752;19
1753;1
1754;2
1755;29
1756;15
1757;28
1758;25
1759;27
1760;10
1761;2
1762;20
1763;24
1764;29
1765;24
1766;23
1767;24
1768;28
1769;23
1770;27
1771;17
1772;15
1773;19
1774;23
1775;17
1776;1
1777;19
1778;24
1779;15
1780;28
1781;10
1782;10
1783;1
1784;23
1785;23
1786;25
1787;25
1788;22
1789;25
1790;2
1791;17
1792;20
1793;29
1794;17
1795;1
1796;17
1797;24
1798;19
1799;19
1800;20
1801;25
1802;20
1803;17
1804;29
1805;2
1806;29
1807;2
1808;25
1809;1
1810;1
1811;26
1812;15
1813;1
1814;26
1815;15
1816;25
1817;1
1818;17
1819;19
1820;20
1821;22
1822;17
1823;2
1824;28
1825;10
1826;2
1827;23
1828;20
1829;25
1830;2
1831;2
1832;2
1833;1
1834;15
1835;10
1836;1
1837;19
1838;22
1839;2
1840;17
1841;24
1842;28
1843;26
1844;23
1845;2
1846;27
1847;19
1848;23
1849;1
1850;20
1851;2
1852;22
1853;10
1854;19
1855;27
1856;24
1857;23
1858;20
1859;24
1860;20
1861;19
1862;15
1863;24
1864;23
1865;15
1866;15
1867;2
1868;23
1869;15
1870;29
1871;1
1872;15
1873;22
1874;22
1875;15
1876;23
1877;24
1878;25
1879;15
1880;1
1881;17
1882;1
1883;20
1884;20
1885;2
1886;2
1887;26
1888;2
1889;27
1890;2
1891;17
1892;19
1893;24
1894;23
1895;2
1896;19
1897;29
1898;25
1899;26
1900;28
1901;25
1902;15
1903;20
1904;25
1905;20
1906;20
1907;24
1908;26
1909;24
1910;15
1911;10
1912;10
1913;10
1914;19
1915;2
1916;28
1917;2
1918;1
1919;19
1920;24
1921;20
1922;19
1923;28
1924;26
1925;20
1926;15
1927;25
1928;25
1929;20
1930;23
1931;2
1932;10
1933;24
1934;24
1935;19
1936;19
1937;2
1938;2
1939;25
1940;23
1941;28
1942;25
1943;17
1944;29
1945;10
1946;25
1947;2
1948;25
1949;2
1950;25
1951;25
1952;2
1953;15
1954;23
1955;29
1956;10
1957;28
1958;20
1959;19
1960;20
1961;15
1962;23
1963;1
1964;10
1965;25
1966;10
1967;24
1968;2
1969;19
1970;10
1971;1
1972;15
1973;20
1974;15
1975;19
1976;26
1977;10
1978;24
1979;10
1980;25
1981;10
1982;2
1983;29
1984;20
1985;25
1986;15
1987;28
1988;25
1989;20
1990;23
1991;25
1992;23
1993;15
1994;17
1995;23
1996;2
1997;28
1998;23
1999;26
2000;19
2001;29
2002;25
2003;15
2004;23
2005;17
2006;19
2007;1
2008;27
2009;15
2010;24
2011;1
2012;19
2013;29
2014;22
2015;24
2016;19
2017;10
2018;25
2019;28
2020;25
2021;23
2022;27
2023;23
2024;15
2025;25
2026;23
2027;28
2028;25
2029;1
2030;28
2031;25
2032;1
2033;26
2034;28
2035;27
2036;25
2037;10
2038;23
2039;23
2040;23
2041;26
2042;10
2043;20
2044;20
2045;1
2046;23
2047;10
2048;19
2049;10
2050;17
2051;2
2052;24
2053;23
2054;23
2055;25
2056;10
2057;19
2058;15
2059;2
2060;29
2061;1
2062;29
2063;27
2064;2
2065;28
2066;27
2067;25
2068;24
2069;17
2070;24
2071;23
2072;25
2073;10
2074;19
2075;26
2076;20
2077;1
2078;10
2079;10
2080;1
2081;15
2082;25
2083;10
2084;2
2085;19
2086;19
2087;1
2088;25
2089;17
2090;19
2091;15
2092;15
2093;2
2094;19
2095;19
2096;10
2097;25
2098;23
2099;25
2100;26
2101;10
2102;1
2103;28
2104;20
2105;10
2106;23
2107;17
2108;19
2109;25
2110;22
2111;26
2112;1
2113;19
2114;1
2115;15
2116;26
2117;17
2118;25
2119;15
2120;23
2121;24
2122;1
2123;19
2124;10
2125;15
2126;2
2127;23
2128;22
2129;26
2130;23
2131;25
2132;29
2133;1
2134;15
2135;28
2136;20
2137;10
2138;15
2139;20
2140;26
2141;26
2142;23
2143;19
2144;27
2145;24
2146;2
2147;29
2148;10
2149;25
2150;26
2151;15
2152;2
2153;15
2154;22
2155;17
2156;1
2157;23
2158;26
2159;28
2160;25
2161;28
2162;23
2163;25
2164;23
2165;25
2166;17
2167;27
2168;10
2169;17
2170;10
2171;1
2172;29
2173;23
2174;2
2175;23
2176;24
2177;15
2178;10
2179;15
2180;2
2181;10
2182;19
2183;27
2184;25
2185;23
2186;27
2187;15
2188;26
2189;22
2190;10
2191;2
2192;20
2193;25
2194;29
2195;25
2196;17
2197;25
2198;15
2199;20
2200;20
2201;10
2202;2
2203;10
2204;25
2205;27
2206;20
2207;20
2208;23
2209;26
2210;1
2211;22
2212;26
2213;25
2214;10
2215;2
2216;25
2217;15
2218;26
2219;2
2220;10
2221;10
2222;20
2223;28
2224;27
2225;20
2226;23
2227;27
2228;15
2229;22
2230;26
2231;1
2232;26
2233;1
2234;20
2235;10
2236;25
2237;24
2238;20
2239;22
2240;1
2241;15
2242;15
2243;10
2244;20
2245;15
2246;10
2247;23
2248;1
2249;29
2250;24
2251;19
2252;2
2253;15
2254;15
2255;22
2256;19
2257;24
2258;1
2259;2
2260;27
2261;15
2262;23
2263;25
2264;2
2265;22
2266;15
2267;22
2268;19
2269;2
2270;19
2271;2
2272;22
2273;28
2274;25
2275;23
2276;26
2277;22
2278;23
2279;25
2280;22
2281;10
2282;22
2283;2
2284;25
2285;15
2286;25
2287;22
2288;26
2289;24
2290;1
2291;27
2292;1
2293;26
2294;25
2295;24
2296;24
2297;10
2298;2
2299;24
2300;20
2301;27
2302;10
2303;10
2304;24
2305;27
2306;2
2307;25
2308;1
2309;25
2310;15
2311;22
2312;2
2313;23
2314;20
2315;10
2316;2
2317;28
2318;22
2319;26
2320;23
2321;26
2322;10
2323;25
2324;25
2325;2
2326;17
2327;20
2328;27
2329;26
2330;10
2331;19
2332;23
2333;19
2334;2
2335;10
2336;26
2337;15
2338;2
2339;25
2340;2
2341;2
2342;27
2343;25
2344;17
2345;19
2346;10
2347;17
2348;24
2349;20
2350;29
2351;1
2352;28
2353;17
2354;27
2355;17
2356;28
2357;25
2358;20
2359;17
2360;26
2361;28
2362;19
2363;20
2364;26
2365;25
2366;24
2367;28
2368;19
2369;19
2370;26
2371;29
2372;23
2373;1
2374;2
2375;17
2376;29
2377;1
2378;26
2379;20
2380;10
2381;25
2382;22
2383;25
2384;25
2385;25
2386;23
2387;24
2388;1
2389;1
2390;23
2391;24
2392;1
2393;24
2394;10
2395;20
2396;25
2397;15
2398;26
2399;27
2400;23
2401;1
2402;19
2403;28
2404;15
2405;24
2406;10
2407;10
2408;25
2409;23
2410;20
2411;25
2412;20
2413;17
2414;20
2415;2
2416;24
2417;25
2418;10
2419;29
2420;24
2421;1
2422;20
2423;23
2424;28
2425;1
2426;26
2427;27
2428;28
2429;28
2430;2
2431;25
2432;10
2433;25
2434;26
2435;25
2436;28
2437;10
2438;17
2439;10
2440;1
2441;17
2442;10
2443;2
2444;10
2445;28
2446;10
2447;1
2448;28
2449;10
2450;1
2451;20
2452;15
2453;24
2454;26
2455;19
2456;28
2457;24
2458;10
2459;25
2460;2
2461;2
2462;23
2463;20
2464;28
2465;15
2466;29
2467;15
2468;10
2469;23
2470;1
2471;26
2472;25
2473;22
2474;26
2475;19
2476;10
2477;23
2478;10
2479;29
2480;1
2481;26
2482;19
2483;15
2484;26
2485;10
2486;23
2487;28
2488;25
2489;17
2490;26
2491;24
2492;27
2493;22
2494;15
2495;19
2496;2
2497;25
2498;25
2499;2
2500;19
2501;25
2502;15
2503;19
2504;2
2505;22
2506;2
2507;2
2508;19
2509;15
2510;26
2511;29
2512;17
2513;25
2514;27
2515;10
2516;1
2517;23
2518;24
2519;2
2520;10
2521;15
2522;28
2523;17
2524;19
2525;29
2526;26
2527;15
2528;19
2529;25
2530;1
2531;2
2532;27
2533;17
2534;29
2535;1
2536;23
2537;19
2538;24
2539;20
2540;23
2541;10
2542;1
2543;24
2544;25
2545;1
2546;2
2547;1
2548;2
2549;19
2550;19
2551;25
2552;1
2553;10
2554;1
2555;23
2556;27
2557;29
2558;19
2559;2
2560;23
2561;10
2562;1
2563;17
2564;22
2565;23
2566;19
2567;24
2568;23
2569;19
2570;24
2571;2
2572;24
2573;19
2574;19
2575;10
2576;15
2577;25
2578;28
2579;2
2580;19
2581;1
2582;2
2583;29
2584;26
2585;25
2586;15
2587;23
2588;15
2589;15
2590;24
2591;1
2592;2
2593;2
2594;2
2595;2
2596;15
2597;28
2598;24
2599;22
2600;24
2601;23
2602;20
2603;27
2604;20
2605;25
2606;1
2607;15
2608;25
2609;23
2610;25
2611;25
2612;29
2613;23
2614;10
2615;28
2616;1
2617;2
2618;10
2619;19
2620;25
2621;10
2622;2
2623;23
2624;19
2625;26
2626;1
2627;10
2628;10
2629;25
2630;25
2631;24
2632;20
2633;23
2634;15
2635;2
2636;1
2637;19
2638;25
2639;20
2640;2
2641;17
2642;17
2643;28
2644;15
2645;29
2646;27
2647;15
2648;22
2649;28
2650;25
2651;1
2652;10
2653;26
2654;1
2655;19
2656;23
2657;23
2658;24
2659;25
2660;27
2661;1
2662;19
2663;27
2664;27
2665;22
2666;25
2667;2
2668;19
2669;25
2670;15
2671;19
2672;27
2673;24
2674;25
2675;10
2676;19
2677;17
2678;24
2679;25
2680;25
2681;25
2682;10
2683;20
2684;23
2685;23
2686;1
2687;20
2688;2
2689;19
2690;15
2691;24
2692;15
2693;24
2694;1
2695;20
2696;25
2697;23
2698;20
2699;1
2700;24
2701;2
2702;15
2703;1
2704;25
2705;29
2706;25
2707;25
2708;24
2709;24
2710;20
2711;2
2712;19
2713;17
2714;2
2715;22
2716;26
2717;1
2718;10
2719;10
2720;29
2721;22
2722;26
2723;25
2724;23
2725;25
2726;23
2727;26
2728;25
2729;15
2730;2
2731;26
2732;27
2733;15
2734;25
2735;23
2736;10
2737;22
2738;26
2739;25
2740;25
2741;19
2742;27
2743;26
2744;10
2745;2
2746;26
2747;2
2748;19
2749;15
2750;2
2751;15
2752;26
2753;26
2754;1
2755;28
2756;25
2757;19
2758;25
2759;20
2760;29
2761;15
2762;25
2763;26
2764;22
2765;22
2766;19
2767;25
2768;26
2769;10
2770;26
2771;23
2772;25
2773;1
2774;24
2775;10
2776;23
2777;28
2778;17
2779;26
2780;23
2781;19
2782;25
2783;17
2784;26
2785;19
2786;15
2787;28
2788;1
2789;22
2790;1
2791;29
2792;2
2793;1
2794;25
2795;2
2796;1
2797;27
2798;19
2799;25
2800;2
2801;20
2802;20
2803;1
2804;28
2805;2
2806;10
2807;23
2808;10
2809;22
2810;2
2811;24
2812;19
2813;28
2814;17
2815;15
2816;1
2817;20
2818;1
2819;26
2820;19
2821;1
2822;15
2823;29
2824;29
2825;26
2826;20
2827;24
2828;15
2829;24
2830;25
2831;17
2832;10
2833;24
2834;25
2835;23
2836;25
2837;28
2838;15
2839;24
2840;17
2841;10
2842;10
2843;29
2844;29
2845;10
2846;10
2847;25
2848;19
2849;25
2850;1
2851;2
2852;25
2853;17
2854;15
2855;25
2856;15
2857;29
2858;10
2859;24
2860;24
2861;24
2862;1
2863;26
2864;28
2865;19
2866;15
2867;28
2868;25
2869;2
2870;26
2871;28
2872;20
2873;28
2874;10
2875;26
2876;24
2877;20
2878;19
2879;26
2880;23
2881;23
2882;25
2883;26
2884;2
2885;25
2886;17
2887;19
2888;10
2889;25
2890;24
2891;10
2892;15
2893;24
2894;1
2895;29
2896;23
2897;10
2898;25
2899;10
2900;1
2901;27
2902;23
2903;2
2904;20
2905;23
2906;19
2907;26
2908;10
2909;1
2910;2
2911;15
2912;15
2913;25
2914;2
2915;10
2916;10
2917;17
2918;22
2919;15
2920;19
2921;10
2922;2
2923;22
2924;1
2925;25
2926;15
2927;28
2928;10
2929;23
2930;25
2931;25
2932;1
2933;28
2934;28
2935;25
2936;27
2937;15
2938;2
2939;10
2940;1
2941;1
2942;2
2943;19
2944;15
2945;27
2946;1
2947;20
2948;1
2949;10
2950;24
2951;26
2952;24
2953;20
2954;26
2955;17
2956;1
2957;10
2958;20
2959;15
2960;22
2961;24
2962;17
2963;10
2964;28
2965;24
2966;20
2967;20
2968;27
2969;29
2970;10
2971;23
2972;2
2973;29
2974;27
2975;2
2976;27
2977;28
2978;10
2979;22
2980;2
2981;1
2982;1
2983;15
2984;1
2985;19
2986;17
2987;28
2988;26
2989;10
2990;25
2991;15
2992;15
2993;23
2994;2
2995;25
2996;10
2997;19
